,inactivity,anomaly
1502,83421.0,0
1503,7774.0,0
1504,10166.0,0
1505,88205.0,0
1506,26013.0,0
1507,36179.0,0
1508,91494.0,0
1509,84019.0,0
1510,86112.0,0
1511,89700.0,0
1512,37674.0,0
1513,46644.0,0
1514,91793.0,0
1515,81627.0,0
1516,83720.0,0
1517,23023.0,0
1518,13156.0,0
1519,10764.0,0
1520,40066.0,0
1521,10764.0,0
1522,17940.0,0
1523,15249.0,0
1524,37674.0,0
1525,13754.0,0
1526,16445.0,0
1527,27807.0,0
